Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Burundi,-3.3731,29.9189,19-02-20,0,0,0,0,Africa
,Sierra Leone,8.460555,-11.779889,19-02-20,0,0,0,0,Africa
,Malawi,-13.254308,34.301525,19-02-20,0,0,0,0,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,19-02-20,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,19-02-20,0,0,0,0,Europe
,South Sudan,6.877,31.307,19-02-20,0,0,0,0,Africa
,Western Sahara,24.2155,-12.8858,19-02-20,0,0,0,0,Africa
,Sao Tome and Principe,0.18636,6.613081,19-02-20,0,0,0,0,Africa
,Yemen,15.552727,48.516388,19-02-20,0,0,0,0,Eastern Mediterranean
,Comoros,-11.6455,43.3333,19-02-20,0,0,0,0,Africa
,Tajikistan,38.861034,71.276093,19-02-20,0,0,0,0,Europe
,Lesotho,-29.609988,28.233608,19-02-20,0,0,0,0,Africa
,Afghanistan,33,65,20-02-20,0,0,0,0,Eastern Mediterranean
,Albania,41.1533,20.1683,20-02-20,0,0,0,0,Europe
,Algeria,28.0339,1.6596,20-02-20,0,0,0,0,Africa
,Andorra,42.5063,1.5218,20-02-20,0,0,0,0,Europe
,Angola,-11.2027,17.8739,20-02-20,0,0,0,0,Africa
,Antigua and Barbuda,17.0608,-61.7964,20-02-20,0,0,0,0,Americas
,Argentina,-38.4161,-63.6167,20-02-20,0,0,0,0,Americas
,Armenia,40.0691,45.0382,20-02-20,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,20-02-20,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,20-02-20,4,0,4,0,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,20-02-20,0,0,0,0,Western Pacific
Queensland,Australia,-28.0167,153.4,20-02-20,5,0,0,5,Western Pacific
South Australia,Australia,-34.9285,138.6007,20-02-20,2,0,2,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,20-02-20,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,20-02-20,4,0,4,0,Western Pacific
Western Australia,Australia,-31.9505,115.8605,20-02-20,0,0,0,0,Western Pacific
,Austria,47.5162,14.5501,20-02-20,0,0,0,0,Europe
,Azerbaijan,40.1431,47.5769,20-02-20,0,0,0,0,Europe
,Bahamas,25.0343,-77.3963,20-02-20,0,0,0,0,Americas
,Bahrain,26.0275,50.55,20-02-20,0,0,0,0,Eastern Mediterranean
,Bangladesh,23.685,90.3563,20-02-20,0,0,0,0,South-East Asia
,Barbados,13.1939,-59.5432,20-02-20,0,0,0,0,Americas
,Belarus,53.7098,27.9534,20-02-20,0,0,0,0,Europe
,Belgium,50.8333,4,20-02-20,1,0,1,0,Europe
,Benin,9.3077,2.3158,20-02-20,0,0,0,0,Africa
,Bhutan,27.5142,90.4336,20-02-20,0,0,0,0,South-East Asia
,Bolivia,-16.2902,-63.5887,20-02-20,0,0,0,0,Americas
,Bosnia and Herzegovina,43.9159,17.6791,20-02-20,0,0,0,0,Europe
,Brazil,-14.235,-51.9253,20-02-20,0,0,0,0,Americas
,Brunei,4.5353,114.7277,20-02-20,0,0,0,0,Western Pacific
,Bulgaria,42.7339,25.4858,20-02-20,0,0,0,0,Europe
,Burkina Faso,12.2383,-1.5616,20-02-20,0,0,0,0,Africa
,Cabo Verde,16.5388,-23.0418,20-02-20,0,0,0,0,Africa
,Cambodia,11.55,104.9167,20-02-20,1,0,1,0,Western Pacific
,Cameroon,3.848,11.5021,20-02-20,0,0,0,0,Africa
Alberta,Canada,53.9333,-116.5765,20-02-20,0,0,0,0,Americas
British Columbia,Canada,49.2827,-123.1207,20-02-20,5,0,0,5,Americas
Manitoba,Canada,53.7609,-98.8139,20-02-20,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,20-02-20,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,20-02-20,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,20-02-20,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,20-02-20,3,0,0,3,Americas
Prince Edward Island,Canada,46.5107,-63.4168,20-02-20,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,20-02-20,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,20-02-20,0,0,0,0,Americas
,Central African Republic,6.6111,20.9394,20-02-20,0,0,0,0,Africa
,Chad,15.4542,18.7322,20-02-20,0,0,0,0,Africa
,Chile,-35.6751,-71.543,20-02-20,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,20-02-20,987,6,474,507,Western Pacific
Beijing,China,40.1824,116.4142,20-02-20,395,4,153,238,Western Pacific
Chongqing,China,30.0572,107.874,20-02-20,567,6,299,262,Western Pacific
Fujian,China,26.0789,117.9874,20-02-20,293,1,126,166,Western Pacific
Gansu,China,37.8099,101.0583,20-02-20,91,2,71,18,Western Pacific
Guangdong,China,23.3417,113.4244,20-02-20,1332,5,642,685,Western Pacific
Guangxi,China,23.8298,108.7881,20-02-20,245,2,90,153,Western Pacific
Guizhou,China,26.8154,106.8748,20-02-20,146,2,72,72,Western Pacific
Hainan,China,19.1959,109.7453,20-02-20,168,4,86,78,Western Pacific
Hebei,China,39.549,116.1306,20-02-20,307,5,169,133,Western Pacific
Heilongjiang,China,47.862,127.7615,20-02-20,476,0,0,476,Western Pacific
Henan,China,33.882,113.614,20-02-20,1265,0,0,1265,Western Pacific
Hong Kong,China,22.3,114.2,20-02-20,68,2,6,60,Western Pacific
Hubei,China,30.9756,112.2707,20-02-20,62442,2144,11788,48510,Western Pacific
Hunan,China,27.6104,111.7088,20-02-20,1010,4,634,372,Western Pacific
Inner Mongolia,China,44.0935,113.9448,20-02-20,75,0,16,59,Western Pacific
Jiangsu,China,32.9711,119.455,20-02-20,631,0,356,275,Western Pacific
Jiangxi,China,27.614,115.7221,20-02-20,934,1,433,500,Western Pacific
Jilin,China,43.6661,126.1923,20-02-20,91,1,43,47,Western Pacific
Liaoning,China,41.2956,122.6085,20-02-20,121,1,59,61,Western Pacific
Macau,China,22.1667,113.55,20-02-20,10,0,6,4,Western Pacific
Ningxia,China,37.2692,106.1655,20-02-20,71,0,44,27,Western Pacific
Qinghai,China,35.7452,95.9956,20-02-20,18,0,16,2,Western Pacific
Shaanxi,China,35.1917,108.8701,20-02-20,245,1,118,126,Western Pacific
Shandong,China,36.3427,118.1498,20-02-20,546,4,254,288,Western Pacific
Shanghai,China,31.202,121.4491,20-02-20,334,0,0,334,Western Pacific
Shanxi,China,37.5777,112.2922,20-02-20,132,0,76,56,Western Pacific
Sichuan,China,30.6171,102.7103,20-02-20,520,3,217,300,Western Pacific
Tianjin,China,39.3054,117.323,20-02-20,131,3,59,69,Western Pacific
Tibet,China,31.6927,88.0924,20-02-20,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,20-02-20,76,1,22,53,Western Pacific
Yunnan,China,24.974,101.487,20-02-20,174,0,0,174,Western Pacific
Zhejiang,China,29.1832,120.0934,20-02-20,1175,1,633,541,Western Pacific
,Colombia,4.5709,-74.2973,20-02-20,0,0,0,0,Americas
,Congo (Brazzaville),-4.0383,21.7587,20-02-20,0,0,0,0,Africa
,Congo (Kinshasa),-4.0383,21.7587,20-02-20,0,0,0,0,Africa
,Costa Rica,9.7489,-83.7534,20-02-20,0,0,0,0,Americas
,Cote d'Ivoire,7.54,-5.5471,20-02-20,0,0,0,0,Africa
,Croatia,45.1,15.2,20-02-20,0,0,0,0,Europe
,Cuba,22,-80,20-02-20,0,0,0,0,Americas
,Cyprus,35.1264,33.4299,20-02-20,0,0,0,0,Europe
,Czechia,49.8175,15.473,20-02-20,0,0,0,0,Europe
Faroe Islands,Denmark,61.8926,-6.9118,20-02-20,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,20-02-20,0,0,0,0,Europe
,Denmark,56.2639,9.5018,20-02-20,0,0,0,0,Europe
,Djibouti,11.8251,42.5903,20-02-20,0,0,0,0,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,20-02-20,0,0,0,0,Americas
,Ecuador,-1.8312,-78.1834,20-02-20,0,0,0,0,Americas
,Egypt,26,30,20-02-20,1,0,0,1,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,20-02-20,0,0,0,0,Americas
,Equatorial Guinea,1.5,10,20-02-20,0,0,0,0,Africa
,Eritrea,15.1794,39.7823,20-02-20,0,0,0,0,Africa
,Estonia,58.5953,25.0136,20-02-20,0,0,0,0,Europe
,Eswatini,-26.5225,31.4659,20-02-20,0,0,0,0,Africa
,Ethiopia,9.145,40.4897,20-02-20,0,0,0,0,Africa
,Fiji,-17.7134,178.065,20-02-20,0,0,0,0,Western Pacific
,Finland,64,26,20-02-20,1,0,1,0,Europe
French Guiana,France,3.9339,-53.1258,20-02-20,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,20-02-20,0,0,0,0,Europe
Guadeloupe,France,16.25,-61.5833,20-02-20,0,0,0,0,Europe
Mayotte,France,-12.8275,45.1662,20-02-20,0,0,0,0,Europe
New Caledonia,France,-20.9043,165.618,20-02-20,0,0,0,0,Europe
Reunion,France,-21.1351,55.2471,20-02-20,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,20-02-20,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,20-02-20,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,20-02-20,0,0,0,0,Europe
,France,46.2276,2.2137,20-02-20,12,1,4,7,Europe
,Gabon,-0.8037,11.6094,20-02-20,0,0,0,0,Africa
,Gambia,13.4432,-15.3101,20-02-20,0,0,0,0,Africa
,Georgia,42.3154,43.3569,20-02-20,0,0,0,0,Europe
,Germany,51,9,20-02-20,16,0,12,4,Europe
,Ghana,7.9465,-1.0232,20-02-20,0,0,0,0,Africa
,Greece,39.0742,21.8243,20-02-20,0,0,0,0,Europe
,Guatemala,15.7835,-90.2308,20-02-20,0,0,0,0,Americas
,Guinea,9.9456,-9.6966,20-02-20,0,0,0,0,Africa
,Guyana,5,-58.75,20-02-20,0,0,0,0,Americas
,Haiti,18.9712,-72.2852,20-02-20,0,0,0,0,Americas
,Holy See,41.9029,12.4534,20-02-20,0,0,0,0,Europe
,Honduras,15.2,-86.2419,20-02-20,0,0,0,0,Americas
,Hungary,47.1625,19.5033,20-02-20,0,0,0,0,Europe
,Iceland,64.9631,-19.0208,20-02-20,0,0,0,0,Europe
,India,21,78,20-02-20,3,0,3,0,South-East Asia
,Indonesia,-0.7893,113.9213,20-02-20,0,0,0,0,South-East Asia
,Iran,32,53,20-02-20,5,2,0,3,Eastern Mediterranean
,Iraq,33,44,20-02-20,0,0,0,0,Eastern Mediterranean
,Ireland,53.1424,-7.6921,20-02-20,0,0,0,0,Europe
,Israel,31,35,20-02-20,0,0,0,0,Europe
,Italy,43,12,20-02-20,3,0,0,3,Europe
,Jamaica,18.1096,-77.2975,20-02-20,0,0,0,0,Americas
,Japan,36,138,20-02-20,94,1,18,75,Western Pacific
,Jordan,31.24,36.51,20-02-20,0,0,0,0,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,20-02-20,0,0,0,0,Europe
,Kenya,-0.0236,37.9062,20-02-20,0,0,0,0,Africa
,South Korea,36,128,20-02-20,104,1,16,87,Western Pacific
,Kuwait,29.5,47.75,20-02-20,0,0,0,0,Eastern Mediterranean
,Kyrgyzstan,41.2044,74.7661,20-02-20,0,0,0,0,Europe
,Latvia,56.8796,24.6032,20-02-20,0,0,0,0,Europe
,Lebanon,33.8547,35.8623,20-02-20,0,0,0,0,Eastern Mediterranean
,Liberia,6.4281,-9.4295,20-02-20,0,0,0,0,Africa
,Liechtenstein,47.14,9.55,20-02-20,0,0,0,0,Europe
,Lithuania,55.1694,23.8813,20-02-20,0,0,0,0,Europe
,Luxembourg,49.8153,6.1296,20-02-20,0,0,0,0,Europe
,Madagascar,-18.7669,46.8691,20-02-20,0,0,0,0,Africa
,Malaysia,2.5,112.5,20-02-20,22,0,15,7,Western Pacific
,Maldives,3.2028,73.2207,20-02-20,0,0,0,0,South-East Asia
,Malta,35.9375,14.3754,20-02-20,0,0,0,0,Europe
,Mauritania,21.0079,10.9408,20-02-20,0,0,0,0,Africa
,Mauritius,-20.2,57.5,20-02-20,0,0,0,0,Africa
,Mexico,23.6345,-102.5528,20-02-20,0,0,0,0,Americas
,Moldova,47.4116,28.3699,20-02-20,0,0,0,0,Europe
,Monaco,43.7333,7.4167,20-02-20,0,0,0,0,Europe
,Mongolia,46.8625,103.8467,20-02-20,0,0,0,0,Western Pacific
,Montenegro,42.5,19.3,20-02-20,0,0,0,0,Europe
,Morocco,31.7917,-7.0926,20-02-20,0,0,0,0,Eastern Mediterranean
,Namibia,-22.9576,18.4904,20-02-20,0,0,0,0,Africa
,Nepal,28.1667,84.25,20-02-20,1,0,1,0,South-East Asia
Aruba,Netherlands,12.5186,-70.0358,20-02-20,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,20-02-20,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,20-02-20,0,0,0,0,Europe
,Netherlands,52.1326,5.2913,20-02-20,0,0,0,0,Europe
,New Zealand,-40.9006,174.886,20-02-20,0,0,0,0,Western Pacific
,Nicaragua,12.8654,-85.2072,20-02-20,0,0,0,0,Americas
,Niger,17.6078,8.0817,20-02-20,0,0,0,0,Africa
,Nigeria,9.082,8.6753,20-02-20,0,0,0,0,Africa
,North Macedonia,41.6086,21.7453,20-02-20,0,0,0,0,Europe
,Norway,60.472,8.4689,20-02-20,0,0,0,0,Europe
,Oman,21,57,20-02-20,0,0,0,0,Eastern Mediterranean
,Pakistan,30.3753,69.3451,20-02-20,0,0,0,0,Eastern Mediterranean
,Panama,8.538,-80.7821,20-02-20,0,0,0,0,Americas
,Papua New Guinea,-6.315,143.9555,20-02-20,0,0,0,0,Western Pacific
,Paraguay,-23.4425,-58.4438,20-02-20,0,0,0,0,Americas
,Peru,-9.19,-75.0152,20-02-20,0,0,0,0,Americas
,Philippines,13,122,20-02-20,3,1,1,1,Western Pacific
,Poland,51.9194,19.1451,20-02-20,0,0,0,0,Europe
,Portugal,39.3999,-8.2245,20-02-20,0,0,0,0,Europe
,Qatar,25.3548,51.1839,20-02-20,0,0,0,0,Eastern Mediterranean
,Romania,45.9432,24.9668,20-02-20,0,0,0,0,Europe
,Russia,60,90,20-02-20,2,0,2,0,Europe
,Rwanda,-1.9403,29.8739,20-02-20,0,0,0,0,Africa
,Saint Lucia,13.9094,-60.9789,20-02-20,0,0,0,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,20-02-20,0,0,0,0,Americas
,San Marino,43.9424,12.4578,20-02-20,0,0,0,0,Europe
,Saudi Arabia,24,45,20-02-20,0,0,0,0,Eastern Mediterranean
,Senegal,14.4974,-14.4524,20-02-20,0,0,0,0,Africa
,Serbia,44.0165,21.0059,20-02-20,0,0,0,0,Europe
,Seychelles,-4.6796,55.492,20-02-20,0,0,0,0,Africa
,Singapore,1.2833,103.8333,20-02-20,84,0,34,50,Western Pacific
,Slovakia,48.669,19.699,20-02-20,0,0,0,0,Europe
,Slovenia,46.1512,14.9955,20-02-20,0,0,0,0,Europe
,Somalia,5.1521,46.1996,20-02-20,0,0,0,0,Eastern Mediterranean
,South Africa,-30.5595,22.9375,20-02-20,0,0,0,0,Africa
,Spain,40,-4,20-02-20,2,0,2,0,Europe
,Sri Lanka,7,81,20-02-20,1,0,1,0,South-East Asia
,Sudan,12.8628,30.2176,20-02-20,0,0,0,0,Eastern Mediterranean
,Suriname,3.9193,-56.0278,20-02-20,0,0,0,0,Americas
,Sweden,63,16,20-02-20,1,0,0,1,Europe
,Switzerland,46.8182,8.2275,20-02-20,0,0,0,0,Europe
,Taiwan*,23.7,121,20-02-20,24,1,2,21,Western Pacific
,Tanzania,-6.369,34.8888,20-02-20,0,0,0,0,Africa
,Thailand,15,101,20-02-20,35,0,15,20,South-East Asia
,Togo,8.6195,0.8248,20-02-20,0,0,0,0,Africa
,Trinidad and Tobago,10.6918,-61.2225,20-02-20,0,0,0,0,Americas
,Tunisia,34,9,20-02-20,0,0,0,0,Eastern Mediterranean
,Turkey,38.9637,35.2433,20-02-20,0,0,0,0,Europe
,Uganda,1,32,20-02-20,0,0,0,0,Africa
,Ukraine,48.3794,31.1656,20-02-20,0,0,0,0,Europe
,United Arab Emirates,24,54,20-02-20,9,0,4,5,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,20-02-20,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,20-02-20,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,20-02-20,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,20-02-20,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,20-02-20,0,0,0,0,Europe
Montserrat,United Kingdom,16.7425,-62.1874,20-02-20,0,0,0,0,Europe
,United Kingdom,55.3781,-3.436,20-02-20,9,0,8,1,Europe
,Uruguay,-32.5228,-55.7658,20-02-20,0,0,0,0,Americas
,US,37.0902,-95.7129,20-02-20,13,0,3,10,Americas
,Uzbekistan,41.3775,64.5853,20-02-20,0,0,0,0,Europe
,Venezuela,6.4238,-66.5897,20-02-20,0,0,0,0,Americas
,Vietnam,16,108,20-02-20,16,0,7,9,Western Pacific
,Zambia,-15.4167,28.2833,20-02-20,0,0,0,0,Africa
,Zimbabwe,-20,30,20-02-20,0,0,0,0,Africa
,Dominica,15.415,-61.371,20-02-20,0,0,0,0,Americas
,Grenada,12.1165,-61.679,20-02-20,0,0,0,0,Americas
,Mozambique,-18.665695,35.529562,20-02-20,0,0,0,0,Africa
,Syria,34.802075,38.996815,20-02-20,0,0,0,0,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,20-02-20,0,0,0,0,South-East Asia
,Belize,13.1939,-59.5432,20-02-20,0,0,0,0,Americas
,Laos,19.85627,102.495496,20-02-20,0,0,0,0,Western Pacific
,Libya,26.3351,17.228331,20-02-20,0,0,0,0,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,20-02-20,0,0,0,0,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,20-02-20,0,0,0,0,Africa
,Mali,17.570692,-3.996166,20-02-20,0,0,0,0,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,20-02-20,0,0,0,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,20-02-20,0,0,0,0,Americas
Yukon,Canada,64.2823,-135,20-02-20,0,0,0,0,Americas
,Kosovo,42.602636,20.902977,20-02-20,0,0,0,0,Europe
,Burma,21.9162,95.956,20-02-20,0,0,0,0,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,20-02-20,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,20-02-20,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,20-02-20,0,0,0,0,Europe
,Botswana,-22.3285,24.6849,20-02-20,0,0,0,0,Africa
,Burundi,-3.3731,29.9189,20-02-20,0,0,0,0,Africa
,Sierra Leone,8.460555,-11.779889,20-02-20,0,0,0,0,Africa
,Malawi,-13.254308,34.301525,20-02-20,0,0,0,0,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,20-02-20,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,20-02-20,0,0,0,0,Europe
,South Sudan,6.877,31.307,20-02-20,0,0,0,0,Africa
,Western Sahara,24.2155,-12.8858,20-02-20,0,0,0,0,Africa
,Sao Tome and Principe,0.18636,6.613081,20-02-20,0,0,0,0,Africa
,Yemen,15.552727,48.516388,20-02-20,0,0,0,0,Eastern Mediterranean
,Comoros,-11.6455,43.3333,20-02-20,0,0,0,0,Africa
,Tajikistan,38.861034,71.276093,20-02-20,0,0,0,0,Europe
,Lesotho,-29.609988,28.233608,20-02-20,0,0,0,0,Africa
,Afghanistan,33,65,21-02-20,0,0,0,0,Eastern Mediterranean
,Albania,41.1533,20.1683,21-02-20,0,0,0,0,Europe
,Algeria,28.0339,1.6596,21-02-20,0,0,0,0,Africa
,Andorra,42.5063,1.5218,21-02-20,0,0,0,0,Europe
,Angola,-11.2027,17.8739,21-02-20,0,0,0,0,Africa
,Antigua and Barbuda,17.0608,-61.7964,21-02-20,0,0,0,0,Americas
,Argentina,-38.4161,-63.6167,21-02-20,0,0,0,0,Americas
,Armenia,40.0691,45.0382,21-02-20,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,21-02-20,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,21-02-20,4,0,4,0,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,21-02-20,0,0,0,0,Western Pacific
Queensland,Australia,-28.0167,153.4,21-02-20,5,0,1,4,Western Pacific
South Australia,Australia,-34.9285,138.6007,21-02-20,2,0,2,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,21-02-20,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,21-02-20,4,0,4,0,Western Pacific
Western Australia,Australia,-31.9505,115.8605,21-02-20,0,0,0,0,Western Pacific
,Austria,47.5162,14.5501,21-02-20,0,0,0,0,Europe
,Azerbaijan,40.1431,47.5769,21-02-20,0,0,0,0,Europe
,Bahamas,25.0343,-77.3963,21-02-20,0,0,0,0,Americas
,Bahrain,26.0275,50.55,21-02-20,0,0,0,0,Eastern Mediterranean
,Bangladesh,23.685,90.3563,21-02-20,0,0,0,0,South-East Asia
,Barbados,13.1939,-59.5432,21-02-20,0,0,0,0,Americas
,Belarus,53.7098,27.9534,21-02-20,0,0,0,0,Europe
,Belgium,50.8333,4,21-02-20,1,0,1,0,Europe
,Benin,9.3077,2.3158,21-02-20,0,0,0,0,Africa
,Bhutan,27.5142,90.4336,21-02-20,0,0,0,0,South-East Asia
,Bolivia,-16.2902,-63.5887,21-02-20,0,0,0,0,Americas
,Bosnia and Herzegovina,43.9159,17.6791,21-02-20,0,0,0,0,Europe
,Brazil,-14.235,-51.9253,21-02-20,0,0,0,0,Americas
,Brunei,4.5353,114.7277,21-02-20,0,0,0,0,Western Pacific
,Bulgaria,42.7339,25.4858,21-02-20,0,0,0,0,Europe
,Burkina Faso,12.2383,-1.5616,21-02-20,0,0,0,0,Africa
,Cabo Verde,16.5388,-23.0418,21-02-20,0,0,0,0,Africa
,Cambodia,11.55,104.9167,21-02-20,1,0,1,0,Western Pacific
,Cameroon,3.848,11.5021,21-02-20,0,0,0,0,Africa
Alberta,Canada,53.9333,-116.5765,21-02-20,0,0,0,0,Americas
British Columbia,Canada,49.2827,-123.1207,21-02-20,6,0,0,6,Americas
Manitoba,Canada,53.7609,-98.8139,21-02-20,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,21-02-20,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,21-02-20,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,21-02-20,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,21-02-20,3,0,0,3,Americas
Prince Edward Island,Canada,46.5107,-63.4168,21-02-20,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,21-02-20,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,21-02-20,0,0,0,0,Americas
,Central African Republic,6.6111,20.9394,21-02-20,0,0,0,0,Africa
,Chad,15.4542,18.7322,21-02-20,0,0,0,0,Africa
,Chile,-35.6751,-71.543,21-02-20,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,21-02-20,988,6,539,443,Western Pacific
Beijing,China,40.1824,116.4142,21-02-20,396,4,169,223,Western Pacific
Chongqing,China,30.0572,107.874,21-02-20,572,6,316,250,Western Pacific
Fujian,China,26.0789,117.9874,21-02-20,293,1,149,143,Western Pacific
Gansu,China,37.8099,101.0583,21-02-20,91,2,76,13,Western Pacific
Guangdong,China,23.3417,113.4244,21-02-20,1333,5,690,638,Western Pacific
Guangxi,China,23.8298,108.7881,21-02-20,246,2,97,147,Western Pacific
Guizhou,China,26.8154,106.8748,21-02-20,146,2,77,67,Western Pacific
Hainan,China,19.1959,109.7453,21-02-20,168,4,95,69,Western Pacific
Hebei,China,39.549,116.1306,21-02-20,308,5,184,119,Western Pacific
Heilongjiang,China,47.862,127.7615,21-02-20,479,0,0,479,Western Pacific
Henan,China,33.882,113.614,21-02-20,1267,0,0,1267,Western Pacific
Hong Kong,China,22.3,114.2,21-02-20,68,2,5,61,Western Pacific
Hubei,China,30.9756,112.2707,21-02-20,62662,2144,11881,48637,Western Pacific
Hunan,China,27.6104,111.7088,21-02-20,1011,4,661,346,Western Pacific
Inner Mongolia,China,44.0935,113.9448,21-02-20,75,0,17,58,Western Pacific
Jiangsu,China,32.9711,119.455,21-02-20,631,0,373,258,Western Pacific
Jiangxi,China,27.614,115.7221,21-02-20,934,1,489,444,Western Pacific
Jilin,China,43.6661,126.1923,21-02-20,91,1,45,45,Western Pacific
Liaoning,China,41.2956,122.6085,21-02-20,121,1,61,59,Western Pacific
Macau,China,22.1667,113.55,21-02-20,10,0,6,4,Western Pacific
Ningxia,China,37.2692,106.1655,21-02-20,71,0,48,23,Western Pacific
Qinghai,China,35.7452,95.9956,21-02-20,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,21-02-20,245,1,134,110,Western Pacific
Shandong,China,36.3427,118.1498,21-02-20,749,4,281,464,Western Pacific
Shanghai,China,31.202,121.4491,21-02-20,334,0,0,334,Western Pacific
Shanxi,China,37.5777,112.2922,21-02-20,132,0,78,54,Western Pacific
Sichuan,China,30.6171,102.7103,21-02-20,525,3,231,291,Western Pacific
Tianjin,China,39.3054,117.323,21-02-20,132,3,62,67,Western Pacific
Tibet,China,31.6927,88.0924,21-02-20,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,21-02-20,76,1,24,51,Western Pacific
Yunnan,China,24.974,101.487,21-02-20,174,0,0,174,Western Pacific
Zhejiang,China,29.1832,120.0934,21-02-20,1203,1,679,523,Western Pacific
,Colombia,4.5709,-74.2973,21-02-20,0,0,0,0,Americas
,Congo (Brazzaville),-4.0383,21.7587,21-02-20,0,0,0,0,Africa
,Congo (Kinshasa),-4.0383,21.7587,21-02-20,0,0,0,0,Africa
,Costa Rica,9.7489,-83.7534,21-02-20,0,0,0,0,Americas
,Cote d'Ivoire,7.54,-5.5471,21-02-20,0,0,0,0,Africa
,Croatia,45.1,15.2,21-02-20,0,0,0,0,Europe
,Cuba,22,-80,21-02-20,0,0,0,0,Americas
,Cyprus,35.1264,33.4299,21-02-20,0,0,0,0,Europe
,Czechia,49.8175,15.473,21-02-20,0,0,0,0,Europe
Faroe Islands,Denmark,61.8926,-6.9118,21-02-20,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,21-02-20,0,0,0,0,Europe
,Denmark,56.2639,9.5018,21-02-20,0,0,0,0,Europe
,Djibouti,11.8251,42.5903,21-02-20,0,0,0,0,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,21-02-20,0,0,0,0,Americas
,Ecuador,-1.8312,-78.1834,21-02-20,0,0,0,0,Americas
,Egypt,26,30,21-02-20,1,0,0,1,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,21-02-20,0,0,0,0,Americas
,Equatorial Guinea,1.5,10,21-02-20,0,0,0,0,Africa
,Eritrea,15.1794,39.7823,21-02-20,0,0,0,0,Africa
,Estonia,58.5953,25.0136,21-02-20,0,0,0,0,Europe
,Eswatini,-26.5225,31.4659,21-02-20,0,0,0,0,Africa
